# 本表聲旁及轄字無重覆
# 少量轄字的聲化字的附屬字()標示
# 特殊情況用[]標示
𦥑	⺽䳔閰𦥑
果	㚌㞅㪙㷄㼫㾧䂺䴹倮堁夥婐惈捰敤果棵(䉓)淉猓祼稞(䊬)窠粿綶腂菓(𢵵)蜾裸(𤁖)裹(䙨)課(𢸠𣋾𥌥)课踝躶輠錁锞顆颗餜馃騍骒髁𠵩𣇫𩸄𪂠
枼	㳿㻡䁋䈎䐑䑜䚢䢡䭎偞喋堞媟屟屧幉弽惵揲枼楪殜渫煠牃牒(䕈䥡)碟緤艓蝶褋諜谍蹀鍱鞢韘鰈鲽𩄓
葉	㵩䜓䭟僷擛瞸葉蠂鐷𠪸𠿚𢢲𣋑𣜿𨆡𩆏𩍣
枽	枽𫟒
某	㖼䗋䤂媒(𠿃𥴘)某楳湈煤禖腜謀谋𠋦𠝺𡎡𡮘𢃱𢱖𦨂𦳑𧗅𨪀𩝇𩹮𪃏𪉴
染	媣染蒅
柔	㑱㖻㽥䋴䰆媃揉柔楺渘煣猱瑈糅腬葇蝚蹂輮鍒鞣韖騥鰇鶔𫐓
查	㜁㾴喳嵖揸查査楂渣猹皶碴蹅餷馇齄𠾵𣉎𥻗𪃵𪙁
柬	㪝㱫㼑堜媡揀暕朄柬楝湅煉瑓練萰諫(𠣂)谏鍊(𡄮)鰊𢒞𣍃𥈵𥻂𧍴𬶠
[⿻⿻𠃋一⿻𠃌八]	拣炼练
柰	㮏㲡柰渿𡞫
奈	㖠㮈㴎䱞倷奈捺萘錼𩜪
栗	㗚㟳㮚㯨䔁傈凓塛慄搮栗溧瑮篥鷅麜𣙬𤌣𥠲𨫊𩺤
桀	傑嵥搩桀榤滐謋𠹳𡩣𢷡𦵴
杰	杰
桑	䡦䮣嗓搡桑桒槡磉縔褬鎟顙颡𤌧
桼	㓼㯃䜉䣛䰍厀桼漆膝
梟	䲷嘄梟蟂鄡鷍𡂢𡏭
枭	枭
棗	棗
枣	枣
棘	㻷棘蕀襋
棥	棥燓
樊	䙪䫶攀(襻鑻)樊礬蠜鐢𡃎𥽢
森	㚞森潹𠎊𠾣𡑓𢵳𣛧𦼚𨅾
楚	儊憷楚檚濋璴礎齼𬺓
業	㗼㱉㸣䌜䧨嶪嶫擈曗業澲礏鄴驜鸈𨭥
业	业邺
樂	㜰㦡䁻䑈䟏䤕嚛擽樂櫟濼爍瓅皪礫纅藥(㰛)觻躒轢鑠鱳𧭥
乐	㧰䀥乐栎泺烁砾跞轹铄𬍛
楽	䃯楽檪薬(𣟿)
橐	槖橐蠹驝
欠	㐸㳄㸝䇜䊻䚿坎(崁莰𠥈)忺扻杴欠砍缼肷芡飲(𠿮𤀔)饮𣢹
次	䅆䨏䪡䯸䳐乲佽咨(㮞䠖楶趦𨩲)垐姿(㾳)恣栥栨次瓷秶粢絘茨諮谘資(䆅澬薋蠀)资趑餈𥸷(𠺼𩄶)
欮	欮瘚闕(灍)阙
款	㯘䄐䕀䥗䲌款歀窾
欵	欵窽
止	㱖䇛䊼䤠址扯(𠳏𨁘)杫止沚砋祉耻(𢲮)芷(淽)訨趾阯頉𠯽𩾰
齒	嚙鑡齒𠠚𢸡𤻽
齿	啮齿
正	䋊佂姃征(惩𣔥𦲵𨨨𩸵)怔政(䈣晸)整(𡓟)正泟炡症眐竀聇証证鉦钲阷靕頙鴊𢘫𦙫𧣠𨠣𩶝
此	㘹㠿㧗㧘㭰㰣䂑䂣䖪䘣䳄佌呰呲啙姕庛(㖢)此泚玼疵皉眥眦砦祡紪紫(䔝橴)胔茈(𣸆)訾訿貲赀跐鈭雌頾頿飺骴髭鮆鴜齜龇𥬳𫚖
些	㾚些𢧲
柴	㾹䓱䠕偨喍柴𣖧
觜	嘴蟕觜
步	㻉㾟䑰埗捗步歩荹踄𡝃𦁗𧌂
武	䝾䟼倵娬武珷碔賦赋錻陚鵡鹉𢯞
歬	歬
歰	㒊䔼歰澀澁譅
涩	涩
歲	䠩䮹劌噦奯檅歲濊獩穢翽薉鐬顪饖鱥𡻕𢆫
岁	㑕刿哕岁秽翙
歷	㠣㱹㺡㿨䍥䍽䟐䥶儮嚦壢攊櫪歴歷瀝(靋)爏瓑癧礰藶讈轣靂𣄬𥷒𧋇𧝦𧞿𨇗𨊛
㱕	㱕䢜𢵴
歸	巋歸蘬𢹾𣠗
归	岿归
歺	歺
歹	歹
死	死
殳	䟝䬦吺投(𡷠)杸殳砓祋竐軗酘骰
段	㱭塅椴段毈煅瑖碫緞缎腶葮鍛锻
㐆	㐆
殷	慇殷溵磤蒑
殸	㷫㿦䅽䡰殸漀磬罄聲謦鏧韾馨
声	声
殹	㗨㙠㬾㿄䃜䗟嫛殹毉瑿瞖繄翳(蘙蠮)贀醫(鿀𡄵)鷖鹥黳𧫦
殺	䊛摋榝樧殺蔱鎩𠺽𪄅
刹	䓭刹剎
杀	杀脎铩閷
煞	煞
殿	㩔壂殿澱癜臀𡑴𣫕𤩱𧓇
毀	㩓檓毀毁毇燬譭𤻏
毄	墼擊(𥗩)檕毄礊繫(蘻)罊蟿轚
击	击
毋	毋
毌	毌
母	㑄㟂䳇呣坶姆拇栂母牳砪胟苺鉧𤝕𧿹𬭁
每	㙁䀲䊈䋦䍙䩈䱕侮勄娒悔挴晦(𤹾)梅(𠻽)毎每烸珻畮痗(𢵹)脢莓誨诲踇酶鋂霉黣𠜮𠳨𢙽𤗆𤞦𧋟𧖦𩛸𪉥𪖫𪖬
海	嗨海𢲨𤍃𥉪𦷫𩘫
毐	毐
毒	䓯毒瑇碡纛蝳𣕬𧛔
比	㘩㿫䃾䘡䚹䩃仳吡妣屁庇批枇枈比毙毞沘玭琵疪砒秕笓粃粊紕纰肶舭芘(𣓋)蚍豼鈚阰魮𨈚
毘	㔡㡙㮰䠘媲毗毘磇篦膍蓖螕貔鎞
毚	㜶㸥㺥䂁䜛䧯䪌儳劖嚵巉攙欃毚瀺纔艬讒(𡆙)酁鑱镵饞𧓰𩯯
[⿱免冫]	搀谗馋
毛	㕰㘪㚪㧌㲏㲝㿞䋃䚽䫽䭷旄枆毛毣氂牦眊秏耄耗(𣉶)芼覒軞酕髦𠇔𣭻𤆬𦙤𨖧𩠔𩿘
毳	㦌㯔䄟撬橇毳竁膬𣾽
氏	㞴㡳㹝䉻䟗䲬䲭坁帋(𧚓)忯扺氏汦(䓋)疧眂祇秖紙纸舐芪蚔衹觗赿軝𣏚𨸝𬨂
氐	㪆㫝㲳䍕䑛䟡䢑䩚䬫低(𠴓𡌠𦰣)厎呧坻奃岻弤彽怟抵柢氐泜(䓜)牴疷眡砥祗秪羝胝茋蚳袛觝詆诋貾趆軧邸阺骶鴟鸱𦨢
底	㭽䣌底掋菧𡞖𣷳𤯰𤯿𥓵𦝉𧍉𪂰
民	㢯㥸䂥䋋䛉䟨䡑䪸刡呡垊姄岷怋抿敃(㟩愍暋睯)民泯珉眠笢罠苠蟁鈱鴖
气	㐹㧉㪂㰟䏗刏忥忾气汽芞饩𣱚
氣	㑶愾暣氣滊熂犔鎎霼餼𠺪
水	㝽㲻㽷水沝𢗷𣲙𥤼
氶	㞼氶
丞	㷥䇰䒱(䕄)䡕丞拯(𩄔)洆烝(篜蒸)脀
承	㴍承
永	咏栐永泳詠𠶇𢫕𦕟
氾	䀀氾犯笵範范
求	㛏㞗㟈㤹䟵䣇俅捄救(慦)梂殏毬求浗球皳盚絿脙莍蛷裘觩賕赇逑銶鯄𥆿𨱇
[⿱囘又]	歿沒
[殳]	殁没
[沒]	莈𧋶
沓	㛥㧺㭼㹺䂿䈋䍝䎓䓠䵬䶁崉沓涾濌誻踏(𧃌)錔鞜𠴲𧛆
沙	㲚㸺䣉䤬乷唦娑(䓾)挱(莏)挲桫桬沙猀痧砂硰紗纱莎裟逤閯髿魦鯊鯋鲨𧋊
泉	㟫䤼泉湶灥瑔線缐腺葲闎(灁)騡鰁鳈
法	䦢法灋珐琺鍅𠵽𦝌𦝎𦲾
波	㨇啵婆(嘙蔢)波碆箥菠錃𢯠𨨏𬭛
津	堻津葏
𠂢	㭛䖰䤨哌挀眽衇𠂢
派	派蒎鎃𢄃𤋻𦞓
脈	脈霢
脉	䳮脉霡
涉	䤮涉渉
[⿲丿⿳八一八丨]	䨊婣棩蜵裫鼘
淵	㘤奫淵鼝
[⿲丿米丨]	
渊	渊
淼	淼
渠	㣄䝣渠璖磲蕖蟝𠹱𪆫
火	伙吙火煷邩鈥钬
灰	㞀㷇咴恢(䈐)拻洃灰烣盔脄詼诙𦤠
災	災
灾	灾
炎	㲜㷋䊏䎦䗊倓剡啖埮婒惔扊掞敥晱棪毯氮淡(䆱𠻪𢴗𥊗𧐽𨤵)炎焱燄燅(㰊䕭)琰痰睒緂腅舕菼裧覢談(𡃘)谈賧赕郯醈錟锬顃餤𨤮
炙	䂹炙
炭	㛶㨏湠炭碳
烏	㮧䃖䖚䡧嗚(𤀙)塢嵨摀(𡀴)歍溩烏熓瑦螐鄔鎢隖鰞𠌥𥻼
乌	乌呜坞邬钨
烕	㓕搣滅(𢷄)烕𦄅
灭	灭
焉	㥼㯊䗡傿嘕墕嫣漹焉篶蔫鄢
焚	㷊焚
無	㒇㷻䉑䌗䍢嘸墲嫵幠廡憮撫(𧁵)橅橆潕無璑甒瞴膴蕪蟱譕鄦鷡𠓺𨅐
舞	㵲䒉儛舞躌𢷵
焦	㲬㺘䆶䌭䩌僬劁噍嫶嶕嶣憔撨樵(藮𡃼)潐焦燋燞癄瞧礁穛(䕴)膲蕉(櫵爑)蟭譙谯趭醮(蘸(𡆖))鐎顦鷦鹪𥼚
然	㒄㜣㦓㬗䔳䳿嘫撚橪然燃繎蹨𡮫𤡮𤺱
煩	煩薠
烦	烦
熊	熊
熏	䗼䙧勲(𤑛𬟓)勳(爋蘍)嚑壎曛櫄熏燻獯矄纁臐薫薰(䌲)醺鑂𫄸
𤇾	㽦䁝(㹙)䎕䪯塋嫈嬫嵤檾滎(濴)焭(㒌橩)煢熒(濙藀)瑩(㼆瀅𥗏)甇禜縈(潆瀠礯)罃螢(㶈)褮覮謍醟鎣(灐)鶯𡦃𤇾
榮	㘇㩞儝嶸榮濚爃蠑鑅𠓐
營	㹚㿘巆攚櫿瀯營𢥏𤫎
[⿱艹冖1]	䓨茔茕荥荧莹(滢𬎆)莺萤营萦蒏蓥
荣	㮠嵘溁荣蝾𠓅𤾔
燕	㬫㷼䜩䴏嚥嬿曣燕臙觾讌酀醼驠鷰
燮	㦪㰔㸉㽊夑燮爕躞𤫉
爪	㐍䖣䝖抓(𢱑)枛爪笊釽
[爭]	㬹䋫䍵䦛䱢埩婙棦琤碀竫諍踭錚鬇𠬉𠲜𢛵𦽰𧶄𨘱𩓞
爭	凈崢掙淨爭猙睜箏
争	䦶争净峥挣浄狰睁筝诤铮
爯	㛵偁爯稱(䕝)
称	称𠦿𠺰𨃾
爰	㣪㬊䁔䈠䐘喛媛嵈愋援暖楥湲煖(蕿)爰猨瑗緩(藧)缓萲蝯褑諼(蘐)谖鍰锾鰀鶢
[爲]	㬙㺔䃣䈧䞈䦱䧦噅噕寪撝蘤蟡譌鄬𡐮𥢬𦠽𦢳𧹋𩻟[蔿](儰)[僞](𠼮𧓯)
爲	僞嬀潙爲蔿
為	偽媯溈為蒍
为	㧑为伪妫沩𫇭
爵	㩱㬭䂃嚼灂爝爵皭穱釂𨰜
父	㕮㳇䭸斧(䗄𨨞)父蚥釜(㵚滏𪄇)𣏤
爻	㤊䂚䋂䒝䡈爻笅覐訤
敎	䃝嘋敎教漖𨬊
爽	㼽䔪䗮䫪傸塽慡摤樉漺爽磢鏯騻鷞𨄷
爾	䌤䕥儞壐嬭彌(㜷䥸瀰獼瓕)擟檷濔爾獮璽(㣆䌳𤿂)禰籋(㩶)薾襧趰邇鑈镾隬鸍鿛鿜鿝鿞鿠鿡鿥鿧鿨鿩𠧌𡁠𨤻
爿	䍧妝戕斨爿牀(𤷲)牂狀(𣈚𥇺𨡧)
床	床𠒥𠳹𤉜𦀾
丬	丬妆状
牆	牆蘠
[嗇]	墻嬙廧檣艢薔
[啬]	墙嫱樯蔷
片	㭊䏒扸沜片覑
牙	㤉㧎䄰䥺䪵伢厊(𧧝)呀岈庌枒牙犽玡疨砑笌芽蚜衺訝讶谺迓釾閕雅(蕥𠾒)颬鴉鸦齖𤆹
邪	䓉琊邪
牛	㭌䋅䒜汼牛𤙮
牟	䏬侔劺哞恈桙毪洠牟眸蛑鉾鴾麰𣭰𤚥𥭏
牡	牡
牢	㟉䜮哰浶牢窂𡫡𣇟𣋀𣒲𤚧𦰤𨦭
牧	牧
特	特
牽	㯠撁牽縴鏲
牵	牵
犀	㓾㜨䙙䜄墀徲摨樨漽犀穉𤺳
遲	䆈遅遲𡂙𢹌𥽩
犬	㧋汱犬猚畎
犮	㺴䣮䮂䯋䳁䳊冹坺妭帗拔(菝𧛌)柭沷炦犮盋瞂祓秡紱绂翇胈茇蛂袚詙跋軷鈸钹韍韨颰馛髮魃鮁鲅黻鼥
叐	㧞䟦𦭞
狂	㤮㾠俇狂誑诳逛鵟𧋵𨁨𫛭
狄	䯼唙悐梑狄荻逖
狊	䠐䴗湨犑狊瞁郹闃阒鶪鼳
猋	䁭䔸猋贆飆飇飊飙
猌	憖猌㙬憖猌𪙤
慭	慭
猒	猒
獄	嶽獄鸑
狱	狱𬸚
獸	獸
嘼	嘼
兽	兽
玄	㹡䍗䝮䩙䮄䲻伭呟妶弦怰昡泫炫玄玆玹痃眩絃胘舷蚿衒袨詃鉉铉
率	㻭䔞䢦摔率繂膟蟀𣘚𧗿𨄮𨙖
玉	䞝匤玉玨珏砡鈺钰頊顼鳿𢫛𣔣𪸛𫞂
王	㴏䍿䶭仼尪彺忹抂旺(𦁽)枉(㳹𠶖)汪(𠴝)狂王蚟軖迋𥿁
班	㿀班𠞢𠺚𢲔𨫄𩺡
斑	斑癍
瑟	濏瑟璱飋𩇣
[⿱⺌貝]	䐝䣔䵀嗩溑瑣鎖鎻
[⿱⺌贝]	唢琐锁
瓜	㧓㽿呱坬孤(箛菰𡍢𢮩𣔞𦁣𧍆𨂗𨔌𩸰𪂮𪂲)弧柧泒狐瓜畖窊(䠚搲攨溛)笟罛胍苽蛌觚(䉉)軱鈲𧵟𩛃𪀅
箍	箍
瓦	㧚㼘佤咓瓦砙邷𤬪𧧀
甘	㤌㶰㽍㽏䇞䗣䲺佄咁坩姏拑(㟛箝)柑(䈤)泔玵甘甝疳(𦟉𪒷)粓紺绀苷蚶詌邯酣鉗钳雸魽黚𤯆𥑠𦚕𧮳[⿰甘欠](嵌篏)
甚	㴴㻣䤁䨢䫖偡勘(墈磡𦤯)啿堪夦媅嵁愖戡揕斟(𨮊)椹(𦾢)歁湛(霮𠾻𢵺)煁甚瘎碪糂葚諶谌踸鍖黮𠝻(䉇)𥯓𦂼𧹱
甜	㵇甛甜
[舌2]	䀨䏦䑚恬(湉)栝狧銛铦餂
生	㽒䲼䴤夝姓性(𠶞)旌栍殅泩牲狌珄生甠甥眚笙胜苼貹鉎鮏鼪𠡏𡊳𤇣𤬸𤯭𤯺𥑥𦎡
産	㦃㯆㹌䊲䐮剷嵼摌滻簅鏟𨄉産產
産	産
產	產
产	产浐铲
用	㶲佣拥用痈苚𠖿𢘭𣳔𥙓𥞖𧊊𨀍
甫	㕊㭪䀯䊇䋠䎍䝵䩉䪔䮒䯙乶俌匍(葡)哺喸圃埔峬庯悑捕(蒱𥱴𧏳)晡浦(㜑䈬蒲(𨆶𩟢𪇨))烳甫痡盙(簠)秿脯(䈻䔕)舖舗莆(𨄳)蜅補(𠬕𠬖𡀨)誧豧輔辅逋郙酺鋪铺陠餔鬴鯆鵏麱黼𠬃𤙭𤞨𤿭𥮉𬷕
甬	㛚㦷㪌㷁㼧俑埇恿悀捅桶涌(慂)甬痛(𨪞)硧筩蛹誦诵踊銿鯒鲬𧚔𩊾
勇	䞻勇勈愑湧踴
通	嗵樋熥蓪通𢠆𦄷𦪏𧐺
田	㧂䟧䡒䧃佃屇榃沺田甸(䡘蜔)畋畑鈿钿鴫鿬𡊰𦹸
由	㐕㣙㹨㽕㾄䄂䌷䛆䜬䩜伷冑妯宙(𥇻)岫廸怞抽(菗)柚油(𠶢𩭶)牰由秞笛粙紬胄(䅢䊘䶇𦂈)舳苖蚰袖褏軸轴迪(䨤)邮釉鈾铀頔駎鮋鲉鼬𠱋𢂎𤉓𤉕𬱖
甲	㕅㘡㳌䆘䖖䖬䘥䛅匣呷岬庘押柙炠狎玾甲笚翈胛舺鉀钾閘闸魻鴨鸭𡊠𢘉
申	䡛䰠伸(敒)呻妽抻朄柛氠珅申眒砷神(榊)紳绅胂訷迧鉮𧊋𬬹
审	㻘婶审渖谉
电	电電
男	㽖侽娚男莮𠲸
甹	䀻䛣䳙俜娉梬涄甹聘騁骋𠁔𡞲𢓳𥺒𩩍
甾	㓯㿳䅔䎩䐉䣎崰椔淄湽甾緇缁菑輜辎錙锱鯔鲻鶅
畀	淠畀痹睤箅綥
畁	畁腗
畏	㙗㛱㞇㟪㱬㾯䋿偎喂(𣾿)嵔愄揋椳渨煨猥畏碨腲葨鍡隈餵鰃鳂𡀧𣉍
畐	㽬䈏䋹䌿䮠䵗偪冨(䒄)副(㨽)匐(蔔𨄑)堛富(䒇䔰)幅愊揊楅湢煏畐疈福(䕐)稫腷葍蝠褔諨踾輻辐逼鍢鰏鲾鶝𠸢
留	㨨(籀)䝀䶉塯媹嵧廇榴(籕𡂆)溜熘瑠畄留瘤磂罶蒥蹓遛鎦镏霤(㽌)飀飗餾馏騮骝鬸鰡鶹鹠𠺕𤄍𨢇𨻧
畱	㙧㩅(籒)橊澑璢畱癅羀鐂驑
畜	㗜㜅䙒傗慉搐槒滀畜稸蓄鄐𧏷𨃕
畝	畝畞
亩	亩
畟	㮨㹄溭畟禝稷謖谡
畢	㓖㪤㮿㻫䟆䬛嗶彃滭熚畢篳縪蓽(罼)蹕鏎鞸韠饆驆魓鷝𠌫𢳂
毕	哔毕筚荜跸
番	㢖㸋㺕㽃䆺䉒䊩䪛䪤䮳僠勫噃墦嬏嶓幡憣播(𡃓)旛橎潘(籓藩)燔(䕰)璠番皤磻繙羳翻膰蕃蟠襎譒蹯轓鄱鐇飜鱕鷭𤗹𫔍𬸪
畫	㗲㦎㩇䐸劃嫿澅畫繣
画	㓰婳画𠵾
異	㔴䔬廙潩熼異禩穓翼(㢞瀷)趩霬
當	㜭㼕㽆儅劏噹壋擋檔澢璫當礑簹艡蟷襠譡鐺闣𨆉
当	㓥垱当挡档珰筜裆铛𥹥𫟰
畺	㩖㹔䗵䲔僵壃彊(䕬)橿殭畕畺疅疆礓繮缰薑韁麠𪇏
畾	㔣㙼㵽㿔䉪䴎儡攂櫐(蘽)櫑瓃畾礧礨罍藟蠝讄轠鑘鸓鼺𡚗𦌵𨯔
壘	㒦㠥壘壨灅蘲鑸
疊	㜼㩸㩹㲲䴑曡氎疊
叠	叠𢶣𣜖
疋	㽰㿿䝪疋疎(䔫𠽔𢵽)
疏	㧧梳疏蔬
疌	㫸䑖䝊倢啑婕寁崨徢捷(蓵𠽕)疀疌睫箑緁脻萐蜨誱踕𣶏
疐	䡹䶑嚏嚔懥疐
疑	㘈㠜㽈䰯儗凝寲嶷(𦢾)懝擬疑癡礙籎薿觺譺𢥷𣝅𤾰𩼨
疒	疒
疾	㑵嫉愱槉疾蒺螏
癶	癶
癸	䙆䠏䤆䳫戣揆暌楑湀猤癸睽(藈)聧葵(𨆠𪆴)鄈鍨闋阕騤骙𡎝
癹	癹
发	䥽发废拨泼袯酦𦫘
登	㔁㡠㲪㽅䆸(㡧𢹑)䔲(𡃻𡦮𤃥𨯷)䙞䮴䳾僜凳(櫈)噔墱嬁嶝憕撜橙澄燈璒登瞪磴竳簦膯覴證蹬邆鄧(䠬𡂱𡓂𢸞𣞽𧔛)鐙镫隥霯鼟𤢈𤼸𧃵𨐸
豋	豋𤮘
邓	邓
發	㔇㗶䚨墢廢(䉬䕠櫠)彂撥橃潑癈發蕟襏蹳醱鏺驋鱍𧬋
発	㾱廃溌発醗𫝼
白	㕷㼟㿟䄸䎅䞟䳆伯(𦀪)劰岶帕帛(淿艊)廹怕拍(啪)敀柏(湐)泊(箔萡)狛珀白砶碧(𧓮)粕絈胉舶苩袙貃迫鉑铂魄(𡳺𥶱)鮊鲌𤇢𤽗
百	㓦㹮㼣佰咟帞栢洦百皕(䔤)絔蛨袹貊銆陌𡋦𢫦𧻙𨒹
皀	梎皀簋(孂)鵖
𣪘	匓廄廏廐𣪘
皃	㹸䡚皃
貌	㦝䫉藐貌邈
皆	㾬䃈䡡偕勓喈堦媘揩楷湝煯瑎皆稭蒈蝔諧(𢹆)谐鍇锴階鶛龤𥏪𥟠
皇	㾮䄓䅣䊗䑟䞹䬖䳨偟凰喤堭媓崲徨惶揘楻湟煌瑝皇皝篁艎葟蝗諻遑鍠锽隍韹餭騜鰉鳇𤾗
皋	㟸㤒㿁䔌䚌䜂䜰䣗䫧(𤅡)嗥暞暤槔滜獆皋皞翱韟鷎𬍂
臯	䝥嘷曍橰獋皥翺臯鷱𥢐𥴚(𣠘)
皐	噑暭槹獔皐皡翶
睾	䆁睾
皮	㓟㝿㢰㱟䏢佊坡(𠶊𣔡𤊫𤷵)岥帔彼(𠶎𡮌𢜢𢯏𣔓𣷭𥓳𦋕)怶披(𠵿𣈓)旇柀狓玻疲皮破(㗞)秛簸紴翍耚被詖诐貱跛鈹铍陂(𤚆)鞁頗(櫇𠠉𡂄)颇駊骳髲鮍𠱀𣃣𣃤𤿤𥹖𦨭
皿	皿𠰘𠱄
盈	㨕㵬䋼楹溋盈萾𡎠𡟚𡺦𤔷𥈱𨜏𨩙
益	㜋㱲䅬嗌塧搤榏溢獈益縊缢膉艗螠蠲謚谥貖賹鎰镒隘鷁鹢齸𡒪
盍	㔩㕎䐦䗘䫦嗑圔廅搕榼溘熆盍瞌磕篕豔(灎灩艷)醘鎑闔阖饁馌鰪𡏖𤸱
蓋	㯼䡷壒濭瓂礚蓋鑉饚𡣨
盇	盇葢豓
[去]	㹤㾀䖔䵽怯(𢯖𨨤)砝鉣
劫	㤼䀷䂲䂶劫蜐𠄳𠲵𡝔𢬱𦀖
刼	㥘刧刼𡮊
盖	㦈盖𡡇
艳	滟艳
盜	盜𣛯
盗	盗
盡	㯸儘嚍壗嬧濜燼璶盡藎賮贐
尽	䝲侭尽浕烬荩赆𡋤𧋅
監	㔋㜮㩜㯺㲯㺝㽉䆾䰐儖嚂壏尷懢擥檻(𡅋)濫(蘫𠑈)爁璼監礛糮繿艦襤譼轞鑑鑒鹽(䀋)𥌈𦡶𩁱
藍	㘕灆礷藍𣠩𤓆𤼓𥍍𧕭
籃	籃𣡓
[⿰〢⿱𠂉丶]	㧛鉴
监	㨫䍀尴槛滥监褴𨃎𨡼
蓝	蓝𣞎
篮	篮
览	揽榄缆览𬒗
覽	囕攬欖灠爦纜覽𡔑𥍖𥗽𧖐𨈇𨰲
覧	㰖䌫覧鑬𨇣
兰	㳕兰拦栏烂
盥	盥
盧	㠠㪭㱺㿖䰕嚧壚廬攎曥櫨瀘爐獹瓐盧矑籚纑罏臚艫蘆蠦轤鑪顱驢髗鱸鸕黸𠫂𢥈𨏧𩆴
卢	䡎卢垆庐栌泸炉胪舻芦轳鈩颅驴鲈鸬𠰷𢗼𢫘𣆐𨋤𬬻
目	㾇目瞐苜鉬钼
咱	㑑咱
直	㥀㨁䐈值嗭埴徝(憄)惪植殖淔犆直禃稙置(㯰)𠶗𡸜𡸽𤊧
𢛳	㯖德𢛳
相	㜀厢廂想湘相箱緗缃葙𢪷
霜	䌮孀灀礵霜驦骦鸘鹴𢹩
盾	㡒䋸䙉䛻䞺偱循(㵌𧝩)揗楯盾碷腯踲輴遁(𡀷𡮽𢶿𣜲𨮐)鍎鶞
省	㗂㨘㮐㼳㾪䚇偗渻省箵𨩠
眉	䰨堳媚(䉋)嵋楣湄(𩅹)煝猸瑂眉睂睸篃葿蝞郿鎇镅鶥鹛𠋥𡮠𣎊𥻡𩄎𩹪
看	看𠸦
眔	䳴眔遝(䜚嚃)
真	㒹㣀㥲䈯䐜(𠆍)䡩傎厧嗔填嫃寘嵮慎搷槙滇瑱瘨真瞋磌禛稹窴縝缜蒖衠謓蹎鎮(𤄱)镇闐阗顛(巔攧癲𪓇)颠(巅癫)鬒鷏黰齻𢅬𤛇𤠶𧜖𩝻
眞	塡愼槇眞鎭顚(巓)鷆𡻗
衆	䝦潨衆𢶢𨙛
眾	潀眾𤎏
睘	䁵䚪䴉䴋儇噮圜(攌)嬛寰彋懁擐檈澴獧環癏睘禤糫繯缳翾蠉譞轘還(㶎𡄤)鐶镮闤阛鬟鱞鹮𫍽
[不2]	环还(𡮗𭈮)
睪	㘁䁺䆁䐾䕉䦴䭞凙圛墿嬕嶧懌擇(籜)斁曎檡歝殬澤(䕪蘀)燡睪礋繹蠌襗譯醳釋(𨰪)鐸驛(㶠)鸅𩍜
[⿱又⿻丨二]	峄怿择(箨萚)泽绎译释铎驿
睿	䜜䞊䥧叡壡濬璿睿龼𤀹
[⿳艹罒儿]	䉚䠢甍薨蘉
夢	㙹㝱䑅䙦儚夢懜鄸顭𡗐𤔻𤘂𥶃𨮒𩆠
瞢	㜴䒐䲛懵瞢矒
梦	梦
瞿	㘗㜹㩴㬬䂂匷忂懼戵欋氍灈爠癯瞿臞蠷衢(𡆚)躣鑺鸜𡚝𨟠
矍	䂄䢲䣤䦆彏戄攫欔玃矍矡籰蠼貜躩钁(𧟝)𧮞
矛	䖥䟥柕楙(懋)矛罞茅(鶜)蟊袤雺髳𢘅𨥨
矞	䆷䤎䰬僪劀噊憰橘潏燏獝璚(𩽗)瞲矞繘譎谲蹫遹鐍霱驈鱊鷸鹬𢵮𧑐𫔎
矢	䀢䂠䐅䒨䛈垁矢笶鉃鴙𥎵𥏍
雉	䉜薙雉𢶾
稚	䕌稚𥣽𥴢
矣	㶼㸻䀵俟唉埃(𣘂𤠱)娭挨欸涘矣竢誒诶逘騃
知	㲛䓡䝷䣽䵹倁椥痴知蜘踟鼅𢜔𢯙𣊋𥯌𩸴
智	䚐䠦智潪𡡧𥋒𧒊
石	㸴䂞䄷䖨䞠䲽坧庹拓斫柘沰炻石硕碩磔磭祏袥跖鉐鼫𠰴
妬	妬𠊜𣔧𥯉𦲼
妒	妒
砉	剨湱砉騞𬴃
磊	㔏㩡㰁磊藞𠁻𠐞𡂳𡓃𡤟𢤡𤂬𤑭𤢿𤻳𥫌𥶲𦇒𨇒𩟬𩧍𩯹𩽊𪒽
𥐧	𠶡𡍟𣷮𤊠𥇼𥐧𥓹𩸷
示	䱈呩沶狋眎示祁視视
礼	礼𠲥𡋀𢙔𢬦𣉷𣑶𥘶𥘷𥙒𥙓𥙧𥙩𥙪𥚄𥚇𥚥𥚯𥛉𥛭𥜤𦮲𧜐
祘	祘蒜
祝	呪咒柷祝𠺷𡎺𣘌𤹙𨃷
祟	㱁䳳祟
[⿰祟又]	㝮䔴
贅	嚽贅
赘	赘
票	㟽㬓㼼䅺䏇䴩一僄剽(㠒檦)勡嘌墂嫖幖彯慓摽旚標漂(薸𡁼𨆺𨮶)熛瓢(䕯𤃛)瘭瞟磦票篻(𣠓)縹缥翲膘蔈螵褾謤醥鏢镖顠飃飄(𤅜𦣕)飘驃骠魒鰾鳔𧴋[⿰票寸](㯹㵱)
标	标
祭	㗫㡜䏅傺憏摖暩漈瘵磜祭穄縩詧際鰶𨄊𬶭
察	䃰䕓嚓察擦檫聺鑔镲𥌀𨆾𩟔
际	际
